method,metric,latitude,orientation_bin,center_deg,error_band,band_label,count,bin_total,proportion,bottom,red,green,blue,alpha
F2 m=0 r=5%,surface_sensor_wmape,30,19,285,4,≥20%,415,609,0.68144499178981932,0.14778325123152708,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,30,19,285,5,not lit,104,609,0.17077175697865354,0.82922824302134646,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,30,20,300,0,0–5%,53,1781,0.029758562605277934,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,30,20,300,1,5–10%,46,1781,0.025828186412128019,0.029758562605277934,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,30,20,300,2,10–15%,65,1781,0.036496350364963501,0.055586749017405956,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,30,20,300,3,15–20%,72,1781,0.04042672655811342,0.092083099382369457,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,30,20,300,4,≥20%,1060,1781,0.59517125210555866,0.13250982594048288,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,30,20,300,5,not lit,485,1781,0.27231892195395846,0.72768107804604154,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,30,21,315,0,0–5%,9,190,0.04736842105263158,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,30,21,315,1,5–10%,8,190,0.042105263157894736,0.04736842105263158,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,30,21,315,2,10–15%,6,190,0.031578947368421054,0.089473684210526316,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,30,21,315,3,15–20%,5,190,0.026315789473684209,0.12105263157894737,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,30,21,315,4,≥20%,136,190,0.71578947368421053,0.14736842105263159,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,30,21,315,5,not lit,26,190,0.1368421052631579,0.86315789473684212,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,30,22,330,0,0–5%,15,442,0.033936651583710405,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,30,22,330,1,5–10%,11,442,0.024886877828054297,0.033936651583710405,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,30,22,330,2,10–15%,12,442,0.027149321266968326,0.058823529411764705,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,30,22,330,3,15–20%,21,442,0.047511312217194568,0.085972850678733032,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,30,22,330,4,≥20%,283,442,0.64027149321266963,0.1334841628959276,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,30,22,330,5,not lit,100,442,0.22624434389140272,0.7737556561085972,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,30,23,345,0,0–5%,36,924,0.03896103896103896,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,30,23,345,1,5–10%,20,924,0.021645021645021644,0.03896103896103896,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,30,23,345,2,10–15%,22,924,0.023809523809523808,0.060606060606060608,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,30,23,345,3,15–20%,29,924,0.031385281385281384,0.084415584415584416,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,30,23,345,4,≥20%,591,924,0.63961038961038963,0.11580086580086579,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,30,23,345,5,not lit,226,924,0.24458874458874458,0.75541125541125542,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,0,0,0,0–5%,13,290,0.044827586206896551,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,0,0,1,5–10%,5,290,0.017241379310344827,0.044827586206896551,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,0,0,2,10–15%,8,290,0.027586206896551724,0.062068965517241378,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,0,0,3,15–20%,2,290,0.0068965517241379309,0.089655172413793102,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,0,0,4,≥20%,182,290,0.62758620689655176,0.096551724137931033,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,0,0,5,not lit,80,290,0.27586206896551724,0.72413793103448276,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,1,15,0,0–5%,22,637,0.03453689167974882,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,1,15,1,5–10%,12,637,0.018838304552590265,0.03453689167974882,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,1,15,2,10–15%,23,637,0.036106750392464679,0.053375196232339085,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,1,15,3,15–20%,22,637,0.03453689167974882,0.089481946624803771,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,1,15,4,≥20%,432,637,0.67817896389324961,0.1240188383045526,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,1,15,5,not lit,126,637,0.19780219780219779,0.80219780219780223,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,2,30,0,0–5%,59,1703,0.034644744568408693,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,2,30,1,5–10%,54,1703,0.031708749266001174,0.034644744568408693,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,2,30,2,10–15%,64,1703,0.037580739870816206,0.06635349383440986,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,2,30,3,15–20%,76,1703,0.044627128596594248,0.10393423370522606,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,2,30,4,≥20%,1084,1703,0.63652378156194955,0.14856136230182032,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,2,30,5,not lit,366,1703,0.21491485613623018,0.78508514386376982,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,3,45,0,0–5%,5,187,0.026737967914438502,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,3,45,1,5–10%,9,187,0.048128342245989303,0.026737967914438502,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,3,45,2,10–15%,18,187,0.096256684491978606,0.074866310160427801,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,3,45,3,15–20%,8,187,0.042780748663101602,0.17112299465240641,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,3,45,4,≥20%,117,187,0.62566844919786091,0.21390374331550802,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,3,45,5,not lit,30,187,0.16042780748663102,0.8395721925133689,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,4,60,0,0–5%,18,412,0.043689320388349516,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,4,60,1,5–10%,20,412,0.048543689320388349,0.043689320388349516,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,4,60,2,10–15%,32,412,0.077669902912621352,0.092233009708737865,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,4,60,3,15–20%,17,412,0.0412621359223301,0.1699029126213592,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,4,60,4,≥20%,262,412,0.63592233009708743,0.21116504854368931,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,4,60,5,not lit,63,412,0.15291262135922329,0.84708737864077677,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,5,75,0,0–5%,34,826,0.041162227602905568,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,5,75,1,5–10%,30,826,0.036319612590799029,0.041162227602905568,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,5,75,2,10–15%,31,826,0.037530266343825669,0.077481840193704604,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,5,75,3,15–20%,38,826,0.046004842615012108,0.11501210653753027,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,5,75,4,≥20%,602,826,0.72881355932203384,0.16101694915254239,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,5,75,5,not lit,91,826,0.11016949152542373,0.88983050847457623,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,6,90,0,0–5%,6,286,0.02097902097902098,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,6,90,1,5–10%,6,286,0.02097902097902098,0.02097902097902098,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,6,90,2,10–15%,10,286,0.034965034965034968,0.04195804195804196,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,6,90,3,15–20%,11,286,0.038461538461538464,0.076923076923076927,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,6,90,4,≥20%,217,286,0.75874125874125875,0.11538461538461539,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,6,90,5,not lit,36,286,0.12587412587412589,0.87412587412587417,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,7,105,0,0–5%,18,611,0.029459901800327332,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,7,105,1,5–10%,11,611,0.018003273322422259,0.029459901800327332,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,7,105,2,10–15%,20,611,0.032733224222585927,0.047463175122749592,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,7,105,3,15–20%,22,611,0.036006546644844518,0.080196399345335512,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,7,105,4,≥20%,415,611,0.67921440261865795,0.11620294599018002,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,7,105,5,not lit,125,611,0.20458265139116202,0.79541734860883795,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,8,120,0,0–5%,38,1778,0.021372328458942633,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,8,120,1,5–10%,45,1778,0.025309336332958381,0.021372328458942633,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,8,120,2,10–15%,41,1778,0.023059617547806523,0.046681664791901015,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,8,120,3,15–20%,60,1778,0.033745781777277842,0.069741282339707542,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,8,120,4,≥20%,1110,1778,0.62429696287964009,0.10348706411698538,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,8,120,5,not lit,484,1778,0.27221597300337458,0.72778402699662548,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,9,135,0,0–5%,2,188,0.010638297872340425,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,9,135,1,5–10%,3,188,0.015957446808510637,0.010638297872340425,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,9,135,2,10–15%,13,188,0.069148936170212769,0.026595744680851061,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,9,135,3,15–20%,6,188,0.031914893617021274,0.095744680851063829,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,9,135,4,≥20%,125,188,0.66489361702127658,0.1276595744680851,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,9,135,5,not lit,39,188,0.20744680851063829,0.79255319148936165,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,10,150,0,0–5%,9,456,0.019736842105263157,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,10,150,1,5–10%,5,456,0.010964912280701754,0.019736842105263157,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,10,150,2,10–15%,14,456,0.030701754385964911,0.030701754385964911,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,10,150,3,15–20%,13,456,0.02850877192982456,0.061403508771929821,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,10,150,4,≥20%,319,456,0.69956140350877194,0.089912280701754388,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,10,150,5,not lit,96,456,0.21052631578947367,0.78947368421052633,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,11,165,0,0–5%,29,907,0.031973539140022052,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,11,165,1,5–10%,19,907,0.020948180815876516,0.031973539140022052,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,11,165,2,10–15%,28,907,0.030871003307607496,0.052921719955898568,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,11,165,3,15–20%,33,907,0.036383682469680267,0.083792723263506064,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,11,165,4,≥20%,588,907,0.64829106945975745,0.12017640573318633,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,11,165,5,not lit,210,907,0.23153252480705622,0.76846747519294378,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,12,180,0,0–5%,2,276,0.007246376811594203,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,12,180,1,5–10%,5,276,0.018115942028985508,0.007246376811594203,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,12,180,2,10–15%,12,276,0.043478260869565216,0.025362318840579712,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,12,180,3,15–20%,10,276,0.036231884057971016,0.068840579710144928,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,12,180,4,≥20%,194,276,0.70289855072463769,0.10507246376811594,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,12,180,5,not lit,53,276,0.19202898550724637,0.80797101449275366,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,13,195,0,0–5%,15,610,0.024590163934426229,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,13,195,1,5–10%,10,610,0.016393442622950821,0.024590163934426229,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,13,195,2,10–15%,24,610,0.039344262295081971,0.040983606557377053,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,13,195,3,15–20%,27,610,0.044262295081967211,0.080327868852459017,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,13,195,4,≥20%,432,610,0.70819672131147537,0.12459016393442623,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,13,195,5,not lit,102,610,0.16721311475409836,0.83278688524590161,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,14,210,0,0–5%,57,1679,0.033948779035139966,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,14,210,1,5–10%,44,1679,0.026206075044669448,0.033948779035139966,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,14,210,2,10–15%,65,1679,0.038713519952352587,0.060154854079809417,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,14,210,3,15–20%,86,1679,0.051220964860035738,0.098868374032162004,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,14,210,4,≥20%,1128,1679,0.67182846932698037,0.15008933889219775,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,14,210,5,not lit,299,1679,0.17808219178082191,0.82191780821917815,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,15,225,0,0–5%,5,197,0.025380710659898477,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,15,225,1,5–10%,9,197,0.045685279187817257,0.025380710659898477,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,15,225,2,10–15%,10,197,0.050761421319796954,0.071065989847715727,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,15,225,3,15–20%,13,197,0.065989847715736044,0.12182741116751268,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,15,225,4,≥20%,141,197,0.71573604060913709,0.18781725888324874,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,15,225,5,not lit,19,197,0.096446700507614211,0.90355329949238583,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,16,240,0,0–5%,14,407,0.034398034398034398,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,16,240,1,5–10%,13,407,0.031941031941031942,0.034398034398034398,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,16,240,2,10–15%,13,407,0.031941031941031942,0.066339066339066333,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,16,240,3,15–20%,21,407,0.051597051597051594,0.098280098280098274,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,16,240,4,≥20%,298,407,0.73218673218673214,0.14987714987714987,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,16,240,5,not lit,48,407,0.11793611793611794,0.88206388206388198,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,17,255,0,0–5%,45,815,0.055214723926380369,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,17,255,1,5–10%,28,815,0.034355828220858899,0.055214723926380369,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,17,255,2,10–15%,31,815,0.038036809815950923,0.089570552147239274,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,17,255,3,15–20%,33,815,0.040490797546012272,0.1276073619631902,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,17,255,4,≥20%,585,815,0.71779141104294475,0.16809815950920248,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,17,255,5,not lit,93,815,0.11411042944785275,0.88588957055214723,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,18,270,0,0–5%,8,265,0.030188679245283019,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,18,270,1,5–10%,5,265,0.018867924528301886,0.030188679245283019,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,18,270,2,10–15%,6,265,0.022641509433962263,0.049056603773584909,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,18,270,3,15–20%,15,265,0.056603773584905662,0.071698113207547168,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,18,270,4,≥20%,196,265,0.73962264150943391,0.12830188679245283,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,18,270,5,not lit,35,265,0.13207547169811321,0.86792452830188671,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,19,285,0,0–5%,19,609,0.031198686371100164,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,19,285,1,5–10%,22,609,0.036124794745484398,0.031198686371100164,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,19,285,2,10–15%,20,609,0.032840722495894911,0.067323481116584566,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,19,285,3,15–20%,24,609,0.039408866995073892,0.10016420361247948,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,19,285,4,≥20%,418,609,0.68637110016420366,0.13957307060755336,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,19,285,5,not lit,106,609,0.17405582922824303,0.82594417077175697,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,20,300,0,0–5%,39,1781,0.021897810218978103,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,20,300,1,5–10%,44,1781,0.024705221785513758,0.021897810218978103,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,20,300,2,10–15%,47,1781,0.026389668725435148,0.046603032004491861,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,20,300,3,15–20%,56,1781,0.031443009545199324,0.072992700729927001,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,20,300,4,≥20%,1036,1781,0.58169567658618748,0.10443571027512633,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,20,300,5,not lit,559,1781,0.31386861313868614,0.68613138686131381,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,21,315,0,0–5%,13,190,0.068421052631578952,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,21,315,1,5–10%,7,190,0.036842105263157891,0.068421052631578952,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,21,315,2,10–15%,6,190,0.031578947368421054,0.10526315789473684,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,21,315,3,15–20%,4,190,0.021052631578947368,0.13684210526315788,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
F2 m=0 r=5%,surface_sensor_wmape,45,21,315,4,≥20%,129,190,0.67894736842105263,0.15789473684210525,0.73933102652825844,0.088581314878892731,0.15086505190311419,1
F2 m=0 r=5%,surface_sensor_wmape,45,21,315,5,not lit,31,190,0.16315789473684211,0.83684210526315783,0.55000000000000004,0.55000000000000004,0.55000000000000004,1
F2 m=0 r=5%,surface_sensor_wmape,45,22,330,0,0–5%,15,442,0.033936651583710405,0,0.047981545559400242,0.49642445213379471,0.26182237600922725,1
F2 m=0 r=5%,surface_sensor_wmape,45,22,330,1,5–10%,9,442,0.020361990950226245,0.033936651583710405,0.5870049980776626,0.82299115724721261,0.40868896578239144,1
F2 m=0 r=5%,surface_sensor_wmape,45,22,330,2,10–15%,9,442,0.020361990950226245,0.054298642533936653,0.99707804690503654,0.99876970396001541,0.74502114571318723,1
F2 m=0 r=5%,surface_sensor_wmape,45,22,330,3,15–20%,7,442,0.015837104072398189,0.074660633484162894,0.9831603229527105,0.61737793156478282,0.35040369088811996,1
