latitude,id,family,m,ratio,cost,error,numerator,denominator,color,selected
60,188dc42bd4bc80fd,MF+SF,1,0.5,0.5262857337933531,0.01660423739622236,42097.30315476172,2535334.935908547,#F58518,false
60,ecd7558669a1757f,SF,1,0.01,0.06377238243289854,0.17748733353238194,449989.8373859005,2535334.935908547,#F58518,false
60,6574c7bb9c60262a,SF,1,0.02,0.07241045588602302,0.13702321750451005,347399.7503697799,2535334.935908547,#F58518,false
60,a1a13488340e570a,SF,1,0.05,0.09998098498645615,0.10219793152596435,259105.9861753669,2535334.935908547,#F58518,false
60,a23e34b2f9a36a6e,SF,1,0.1,0.14735353446001684,0.07935549471102975,201192.75809717967,2535334.935908547,#F58518,false
60,a1c635bdc08218d7,SF,1,0.2,0.24218164780310017,0.05675652223190787,143896.79365522618,2535334.935908547,#F58518,false
60,048c516146700bb1,SF,1,0.35,0.3841359123080051,0.03834801529043244,97225.06288858852,2535334.935908547,#F58518,false
60,4ba04a2546e1f79d,SF,1,0.5,0.5262857337933531,0.025568481029679378,64824.66321266107,2535334.935908547,#F58518,false
60,2ce57ccc3fc59a00,MF+SF,2,0.01,0.11578502785329306,0.19386390676472104,491509.9356323146,2535334.935908547,#54A24B,false
60,a9d08fba3f83d52e,MF+SF,2,0.02,0.1239432083367995,0.14915730832565022,378163.7347441038,2535334.935908547,#54A24B,false
60,e4f15065e9975e62,MF+SF,2,0.05,0.14998204137609747,0.09970518108344686,252786.02889195085,2535334.935908547,#54A24B,false
60,c81cf943f00a3372,MF+SF,2,0.1,0.19472278254557146,0.07159722321191393,181522.94132320775,2535334.935908547,#54A24B,false
60,a6760b0100b1ffc9,MF+SF,2,0.2,0.28428266736959457,0.04689412630492865,118892.31670979361,2535334.935908547,#54A24B,false
60,0308f3ae65f79480,MF+SF,2,0.35,0.4183505838464493,0.02771749956901198,70273.14499334617,2535334.935908547,#54A24B,false
60,c9d93e5f19d85b38,MF+SF,2,0.5,0.5526031930270556,0.01641138377673562,41608.354635760574,2535334.935908547,#54A24B,false
60,5d7141ec86d67657,SF,2,0.01,0.11578502785329306,0.16910397173327743,428735.20733626967,2535334.935908547,#54A24B,false
60,b2fef391172656c1,SF,2,0.02,0.1239432083367995,0.13101151671424063,332158.0753319808,2535334.935908547,#54A24B,false
60,96a6ae5dfa507555,SF,2,0.05,0.14998204137609747,0.09417471767720331,238764.45180633778,2535334.935908547,#54A24B,false
60,7d1bf613519e8cb1,SF,2,0.1,0.19472278254557146,0.07109481003449224,180249.1556422297,2535334.935908547,#54A24B,false
60,528e26e84cee2430,SF,2,0.2,0.28428266736959457,0.04877034967712113,123649.17137288132,2535334.935908547,#54A24B,false
60,d8cc553777aeb66e,SF,2,0.35,0.4183505838464493,0.031190489273385778,79078.33712289575,2535334.935908547,#54A24B,false
60,38266c7b3de97021,SF,2,0.5,0.5526031930270556,0.020040371670338456,50809.054424401016,2535334.935908547,#54A24B,false
60,6edbb8097bc77054,MF+SF,3,0.01,0.16779767327368758,0.17216316314640417,436491.28220160137,2535334.935908547,#B279A2,false
60,cb391d3977990c10,MF+SF,3,0.02,0.17547596078757602,0.1312596903291768,332787.27856809925,2535334.935908547,#B279A2,false
60,41a0c11fb367a663,MF+SF,3,0.05,0.1999830977657388,0.0862324638559692,218628.17822350975,2535334.935908547,#B279A2,false
60,8dc245111c8c0751,MF+SF,3,0.1,0.24209203063112605,0.06063739582716408,153736.10806312424,2535334.935908547,#B279A2,false
60,bea9a221692984be,MF+SF,3,0.2,0.32638368693608905,0.038217151306534504,96893.2788583599,2535334.935908547,#B279A2,false
60,b2822fa3c084ca0c,MF+SF,3,0.35,0.4525652553848934,0.021468714815408598,54430.38270056283,2535334.935908547,#B279A2,false
60,7a575b5bdbd82d08,MF+SF,3,0.5,0.5789206522607582,0.011984256404598386,30384.103943464044,2535334.935908547,#B279A2,false
60,c1795dfd90543d9f,SF,3,0.01,0.16779767327368758,0.14324745019966467,363180.26497102965,2535334.935908547,#B279A2,false
60,0dfbc6fb684fecfc,SF,3,0.02,0.17547596078757602,0.10758404610300364,272761.5906313409,2535334.935908547,#B279A2,false
60,d8cd672cd8470116,SF,3,0.05,0.1999830977657388,0.07485894945500506,189792.5098186864,2535334.935908547,#B279A2,false
60,c5565005198482df,SF,3,0.1,0.24209203063112605,0.05418835044879209,137385.6180120782,2535334.935908547,#B279A2,false
60,9473b128e73baa7f,SF,3,0.2,0.32638368693608905,0.03463462432874773,87810.37305274224,2535334.935908547,#B279A2,true
60,17e14e38b27d877e,SF,3,0.35,0.4525652553848934,0.019689876554119138,49920.43191138485,2535334.935908547,#B279A2,false
60,5efbca017834c43c,SF,3,0.5,0.5789206522607582,0.011055629823830904,28029.724530830947,2535334.935908547,#B279A2,false
